agent_id,customer_id,call_at,pickup_at,transfer_at,hangup_at,status,sprin_call
null,44,08:00:16,null,null,08:00:35,unconnected,2
null,45,08:00:16,null,null,08:00:38,unconnected,2
null,46,08:00:16,null,null,08:00:39,unconnected,2
null,47,08:00:16,null,null,08:00:35,unconnected,2
null,48,08:00:16,null,null,08:00:32,unconnected,2
null,49,08:00:16,null,null,08:00:35,unconnected,2
null,50,08:00:16,08:00:35,null,08:00:45,abandon,2
null,51,08:00:16,08:00:35,null,08:00:45,abandon,2
null,52,08:00:16,08:00:36,null,08:00:46,abandon,2
null,53,08:00:16,08:00:37,null,08:00:47,abandon,2
null,54,08:00:16,08:00:37,null,08:00:47,abandon,2
null,55,08:00:55,null,null,08:01:13,unconnected,2
1,56,08:00:55,08:01:16,08:01:16,08:02:17,connected,2
2,57,08:01:03,08:01:20,08:01:20,08:02:57,connected,2
null,58,08:00:16,08:00:38,null,08:00:48,abandon,2
null,59,08:01:03,null,null,08:01:19,unconnected,2
null,60,08:01:03,null,null,08:01:20,unconnected,2
4,61,08:01:03,08:01:23,08:01:23,08:03:06,connected,2
null,62,08:00:16,08:00:38,null,08:00:48,abandon,2
null,63,08:01:13,null,null,08:01:28,unconnected,2
null,64,08:01:13,null,null,08:01:37,unconnected,2
null,65,08:01:13,null,null,08:01:36,unconnected,2
3,66,08:01:13,08:01:33,08:01:33,08:02:32,connected,2
5,67,08:01:13,08:01:36,08:01:36,08:02:39,connected,2
null,68,08:01:13,null,null,08:01:34,unconnected,2
null,69,08:01:13,null,null,08:01:38,unconnected,2
null,70,08:01:13,null,null,08:01:37,unconnected,2
null,71,08:00:16,08:00:39,null,08:00:49,abandon,2
7,72,08:01:26,08:01:40,08:01:40,08:02:50,connected,2
null,73,08:00:16,08:00:40,null,08:00:50,abandon,2
null,74,08:00:16,08:00:40,null,08:00:50,abandon,2
null,75,08:01:26,null,null,08:01:50,unconnected,2
8,76,08:01:26,08:01:46,08:01:46,08:02:38,connected,2
9,77,08:01:26,08:01:46,08:01:46,08:02:54,connected,2
10,78,08:01:26,08:01:47,08:01:47,08:03:10,connected,2
11,79,08:01:26,08:01:47,08:01:47,08:03:23,connected,2
13,80,08:01:26,08:01:47,08:01:47,08:03:12,connected,2
null,81,08:01:26,null,null,08:01:45,unconnected,2
14,82,08:01:26,08:01:48,08:01:48,08:03:02,connected,2
15,83,08:01:26,08:01:49,08:01:49,08:03:03,connected,2
null,84,08:00:16,08:00:41,null,08:00:51,abandon,2
null,85,08:01:40,null,null,08:02:04,unconnected,2
null,86,08:01:40,null,null,08:02:05,unconnected,2
6,87,08:01:40,08:01:57,08:01:57,08:03:03,connected,2
null,88,08:01:40,null,null,08:02:05,unconnected,2
null,89,08:01:40,null,null,08:02:06,unconnected,2
null,90,08:01:40,null,null,08:01:57,unconnected,2
null,91,08:01:40,null,null,08:02:02,unconnected,2
null,92,08:01:40,null,null,08:02:01,unconnected,2
null,93,08:01:40,null,null,08:01:59,unconnected,2
12,94,08:01:40,08:02:10,08:02:10,08:03:17,connected,2
null,95,08:01:40,08:02,null,08:02:10,abandon,2
1,96,08:02:05,08:02:23,08:02:23,08:03:42,connected,2
null,97,08:01:40,08:02:02,null,08:02:12,abandon,2
8,98,08:02:05,08:02:28,08:02:38,08:03:24,connected,2
3,99,08:02:33,08:02:53,08:02:53,08:04:05,connected,2
5,100,08:02:33,08:02:53,08:02:53,08:03:49,connected,2
7,101,08:02:41,08:02:57,08:02:57,08:04,connected,2
null,102,08:02:41,null,null,08:03:09,unconnected,2
null,103,08:02:41,null,null,08:03:02,unconnected,2
null,104,08:02:41,null,null,08:02:59,unconnected,2
2,105,08:02:59,08:03:15,08:03:15,08:04:44,connected,2
null,106,08:02:59,null,null,08:03:20,unconnected,2
null,107,08:02:59,null,null,08:03:19,unconnected,2
4,108,08:02:59,08:03:21,08:03:21,08:04:49,connected,2
6,109,08:03:08,08:03:22,08:03:22,08:04:04,connected,2
9,110,08:03:08,08:03:25,08:03:25,08:04:33,connected,2
8,111,08:03:08,08:03:27,08:03:27,08:04:34,connected,2
null,112,08:03:08,null,null,08:03:26,unconnected,2
null,113,08:03:08,null,null,08:03:30,unconnected,2
10,114,08:03:08,08:03:28,08:03:28,08:04:48,connected,2
null,115,08:03:08,null,null,08:03:29,unconnected,2
null,116,08:03:08,null,null,08:03:30,unconnected,2
11,117,08:03:08,08:03:30,08:03:30,08:04:26,connected,2
null,118,08:03:08,null,null,08:03:22,unconnected,2
12,119,08:03:08,08:03:31,08:03:31,08:04:41,connected,2
null,120,08:03:19,null,null,08:03:39,unconnected,2
13,121,08:03:19,08:03:34,08:03:34,08:04:23,connected,2
14,122,08:03:08,08:03:36,08:03:36,08:04:57,connected,2
15,123,08:03:08,08:03:36,08:03:36,08:05:06,connected,2
null,124,08:03:19,null,null,08:03:39,unconnected,2
null,125,08:03:19,null,null,08:03:44,unconnected,2
null,126,08:03:19,null,null,08:03:29,unconnected,2
null,127,08:03:19,null,null,08:03:37,unconnected,2
null,128,08:03:19,null,null,08:03:35,unconnected,2
null,129,08:03:19,null,null,08:03:33,unconnected,2
null,130,08:03:19,null,null,08:03:35,unconnected,2
1,131,08:03:19,08:03:45,08:03:45,08:05:06,connected,2
null,132,08:03:19,null,null,08:03:32,unconnected,2
null,133,08:03:19,08:03:37,null,08:03:47,abandon,2
null,134,08:03:19,08:03:39,null,08:03:49,abandon,2
null,135,08:03:19,08:03:40,null,08:03:50,abandon,2
null,136,08:03:19,08:03:41,null,08:03:51,abandon,2
3,137,08:03:50,08:04:07,08:04:07,08:05:27,connected,2
null,138,08:03:50,null,null,08:04:08,unconnected,2
5,139,08:04:01,08:04:18,08:04:18,08:05:01,connected,2
6,140,08:04:01,08:04:19,08:04:19,08:05:27,connected,2
7,141,08:04:01,08:04:19,08:04:19,08:05:11,connected,2
null,142,08:04:06,null,null,08:04:28,unconnected,2
null,143,08:04:01,null,null,08:04:24,unconnected,2
null,144,08:04:06,null,null,08:04:25,unconnected,2
13,145,08:04:06,08:04:26,08:04:26,08:05:15,connected,2
null,146,08:04:06,null,null,08:04:21,unconnected,2
null,147,08:04:06,null,null,08:04:26,unconnected,2
9,148,08:04:06,08:04:24,08:04:33,08:06:05,connected,2
8,149,08:04:06,08:04:26,08:04:34,08:05:43,connected,2
null,150,08:04:06,08:04:28,null,08:04:38,abandon,2
null,151,08:04:31,null,null,08:04:55,unconnected,2
2,152,08:04:31,08:04:52,08:04:52,08:05:56,connected,2
null,153,08:04:42,null,null,08:05:05,unconnected,2
null,154,08:04:42,null,null,08:04:58,unconnected,2
4,155,08:04:42,08:05:03,08:05:03,08:06:45,connected,2
null,156,08:04:50,null,null,08:05:08,unconnected,2
null,157,08:04:50,null,null,08:05:13,unconnected,2
1,158,08:04:42,08:05:12,08:05:12,08:06:32,connected,2
5,159,08:04:42,08:05:12,08:05:12,08:06:17,connected,2
7,160,08:04:50,08:05:14,08:05:14,08:06:11,connected,2
10,161,08:04:50,08:05:14,08:05:14,08:05:59,connected,2
11,162,08:04:50,08:05:15,08:05:15,08:06:25,connected,2
null,163,08:05:03,null,null,08:05:22,unconnected,2
12,164,08:05:03,08:05:18,08:05:18,08:06:15,connected,2
13,165,08:05:03,08:05:19,08:05:19,08:06:17,connected,2
null,166,08:05:03,null,null,08:05:15,unconnected,2
14,167,08:05:03,08:05:22,08:05:22,08:06:35,connected,2
15,168,08:05:03,08:05:22,08:05:22,08:06:26,connected,2
null,169,08:05:03,null,null,08:05:21,unconnected,2
null,170,08:05:03,null,null,08:05:30,unconnected,2
3,171,08:05:03,08:05:23,08:05:27,08:06:25,connected,2
null,172,08:05:03,08:05:24,null,08:05:34,abandon,2
null,173,08:05:30,null,null,08:05:50,unconnected,2
null,174,08:05:30,null,null,08:05:53,unconnected,2
null,175,08:05:03,08:05:25,null,08:05:35,abandon,2
null,176,08:05:03,08:05:28,null,08:05:38,abandon,2
null,177,08:05:44,null,null,08:06:04,unconnected,2
2,178,08:05:44,08:06:01,08:06:01,08:06:55,connected,2
6,179,08:05:44,08:06:07,08:06:07,08:07:08,connected,2
8,180,08:05:44,08:06:08,08:06:08,08:07,connected,2
7,181,08:05:57,08:06:14,08:06:14,08:07:18,connected,2
null,182,08:05:57,null,null,08:06:18,unconnected,2
null,183,08:05:57,null,null,08:06:15,unconnected,2
5,184,08:05:57,08:06:21,08:06:21,08:07:34,connected,2
9,185,08:05:57,08:06:21,08:06:21,08:07:29,connected,2
null,186,08:05:57,null,null,08:06:16,unconnected,2
1,187,08:06:19,08:06:35,08:06:35,08:07:34,connected,2
3,188,08:06:19,08:06:38,08:06:38,08:08:05,connected,2
10,189,08:06:19,08:06:38,08:06:38,08:07:47,connected,2
null,190,08:06:18,null,null,08:06:38,unconnected,2
11,191,08:06:18,08:06:40,08:06:40,08:07:59,connected,2
null,192,08:06:18,null,null,08:06:40,unconnected,2
12,193,08:06:18,08:06:40,08:06:40,08:07:35,connected,2
13,194,08:06:18,08:06:40,08:06:40,08:07:25,connected,2
14,195,08:06:18,08:06:41,08:06:41,08:07:53,connected,2
null,196,08:06:18,null,null,08:06:34,unconnected,2
15,197,08:06:18,08:06:42,08:06:42,08:08:02,connected,2
null,198,08:06:18,null,null,08:06:32,unconnected,2
null,199,08:06:19,null,null,08:06:36,unconnected,2
null,200,08:06:19,null,null,08:06:33,unconnected,2
4,201,08:06:37,08:06:48,08:06:48,08:08:03,connected,2
null,202,08:06:37,null,null,08:06:58,unconnected,2
null,203,08:06:37,null,null,08:06:56,unconnected,2
null,204,08:06:37,null,null,08:07:02,unconnected,2
null,205,08:06:37,null,null,08:06:58,unconnected,2
2,206,08:06:37,08:07:02,08:07:02,08:08:22,connected,2
null,207,08:06:37,08:06:49,null,08:06:59,abandon,2
null,208,08:07:02,null,null,08:07:22,unconnected,2
null,209,08:06:37,08:06:53,null,08:07:03,abandon,2
6,210,08:07:02,08:07:19,08:07:19,08:08:06,connected,2
7,211,08:07:02,08:07:22,08:07:22,08:08:26,connected,2
null,212,08:07:02,null,null,08:07:21,unconnected,2
null,213,08:06:37,08:06:55,null,08:07:05,abandon,2
null,214,08:06:37,08:06:56,null,08:07:06,abandon,2
null,215,08:06:37,08:06:57,null,08:07:07,abandon,2
null,216,08:07:16,null,null,08:07:38,unconnected,2
null,217,08:07:16,null,null,08:07:39,unconnected,2
1,218,08:07:16,08:07:35,08:07:35,08:08:38,connected,2
5,219,08:07:16,08:07:41,08:07:41,08:09:12,connected,2
null,220,08:06:37,08:06:57,null,08:07:07,abandon,2
null,221,08:07:30,null,null,08:07:48,unconnected,2
null,222,08:07:30,null,null,08:07:49,unconnected,2
8,223,08:07:30,08:07:50,08:07:50,08:08:36,connected,2
9,224,08:07:30,08:07:50,08:07:50,08:08:57,connected,2
10,225,08:07:30,08:07:51,08:07:51,08:09:13,connected,2
12,226,08:07:37,08:07:53,08:07:53,08:09:05,connected,2
null,227,08:07:37,null,null,08:07:58,unconnected,2
null,228,08:07:37,null,null,08:07:54,unconnected,2
null,229,08:07:30,null,null,08:07:50,unconnected,2
null,230,08:07:30,null,null,08:07:51,unconnected,2
13,231,08:07:30,08:07:56,08:07:56,08:08:25,connected,2
14,232,08:07:37,08:07:59,08:07:59,08:09:33,connected,2
null,233,08:07:37,null,null,08:07:53,unconnected,2
null,234,08:07:37,null,null,08:07:55,unconnected,2
11,235,08:07:37,08:08:02,08:08:02,08:08:43,connected,2
null,236,08:06:37,08:06:58,null,08:07:08,abandon,2
null,237,08:06:37,08:07,null,08:07:10,abandon,2
6,238,08:07:37,08:07:59,08:08:06,08:09:15,connected,2
null,239,08:08:05,null,null,08:08:20,unconnected,2
3,240,08:08:02,08:08:16,08:08:16,08:09:09,connected,2
null,241,08:08:02,null,null,08:08:20,unconnected,2
null,242,08:08:05,null,null,08:08:19,unconnected,2
null,243,08:08:05,null,null,08:08:19,unconnected,2
2,244,08:08:05,08:08:27,08:08:27,08:09:43,connected,2
4,245,08:08:16,08:08:33,08:08:33,08:09:36,connected,2
null,246,08:08:16,null,null,08:08:35,unconnected,2
7,247,08:08:16,08:08:37,08:08:37,08:10:02,connected,2
13,248,08:08:16,08:08:38,08:08:38,08:09:54,connected,2
1,249,08:08:16,08:08:41,08:08:41,08:09:51,connected,2
null,250,08:08:16,null,null,08:08:38,unconnected,2
null,251,08:08:29,null,null,08:08:51,unconnected,2
null,252,08:08:29,null,null,08:08:51,unconnected,2
8,253,08:08:29,08:08:46,08:08:46,08:10:08,connected,2
null,254,08:08:29,null,null,08:08:49,unconnected,2
null,255,08:08:29,null,null,08:08:47,unconnected,2
11,256,08:08:29,08:08:50,08:08:50,08:10:02,connected,2
null,257,08:08:29,null,null,08:08:51,unconnected,2
null,258,08:08:29,null,null,08:08:51,unconnected,2
9,259,08:08:49,08:09:03,08:09:03,08:09:52,connected,2
12,260,08:08:49,08:09:10,08:09:10,08:10:17,connected,2
null,261,08:08:49,null,null,08:09:07,unconnected,2
null,262,08:08:49,null,null,08:09:09,unconnected,2
3,263,08:09:07,08:09:20,08:09:20,08:10:53,connected,2
5,264,08:09:07,08:09:22,08:09:22,08:10:38,connected,2
null,265,08:09:07,null,null,08:09:20,unconnected,2
null,266,08:09:07,null,null,08:09:30,unconnected,2
null,267,08:09:15,null,null,08:09:33,unconnected,2
null,268,08:09:15,null,null,08:09:33,unconnected,2
null,269,08:09:15,null,null,08:09:40,unconnected,2
null,270,08:09:15,null,null,08:09:32,unconnected,2
6,271,08:09:15,08:09:36,08:09:36,08:10:47,connected,2
10,272,08:09:15,08:09:36,08:09:36,08:11:15,connected,2
4,273,08:09:15,08:09:38,08:09:38,08:10:43,connected,2
14,274,08:09:15,08:09:38,08:09:38,08:10:46,connected,2
null,275,08:09:34,null,null,08:09:48,unconnected,2
null,276,08:09:34,null,null,08:09:54,unconnected,2
null,277,08:09:34,null,null,08:09:50,unconnected,2
2,278,08:09:34,08:09:53,08:09:53,08:10:32,connected,2
null,279,08:09:34,null,null,08:09:51,unconnected,2
1,280,08:09:34,08:10:02,08:10:02,08:11:21,connected,2
null,281,08:09:34,null,null,08:09:52,unconnected,2
null,282,08:09:53,null,null,08:10:14,unconnected,2
null,283,08:09:56,null,null,08:10:16,unconnected,2
null,284,08:09:56,null,null,08:10:08,unconnected,2
7,285,08:09:53,08:10:14,08:10:14,08:11:06,connected,2
8,286,08:09:53,08:10:14,08:10:14,08:11:33,connected,2
9,287,08:09:56,08:10:16,08:10:16,08:11:25,connected,2
11,288,08:09:53,08:10:17,08:10:17,08:11:01,connected,2
13,289,08:09:53,08:10:17,08:10:17,08:11:22,connected,2
null,290,08:09:56,null,null,08:10:19,unconnected,2
null,291,08:09:56,null,null,08:10:22,unconnected,2
null,292,08:09:56,null,null,08:10:15,unconnected,2
12,293,08:09:56,08:10:24,08:10:24,08:11:17,connected,2
15,294,08:10:10,08:10:25,08:10:25,08:11:11,connected,2
null,295,08:10:10,null,null,08:10:24,unconnected,2
null,296,08:10:10,null,null,08:10:28,unconnected,2
2,297,08:10:10,08:10:34,08:10:34,08:11:07,connected,2
null,298,08:10:10,null,null,08:10:30,unconnected,2
null,299,08:10:10,08:10:26,null,08:10:36,abandon,2
null,300,08:10:10,08:10:30,null,08:10:40,abandon,2
null,301,08:10:10,08:10:32,null,08:10:42,abandon,2
null,302,08:10:10,08:10:34,null,08:10:44,abandon,2
4,303,08:10:39,08:10:54,08:10:54,08:11:59,connected,2
null,304,08:10:39,null,null,08:10:59,unconnected,2
3,305,08:10:44,08:11,08:11,08:12:39,connected,2
5,306,08:10:44,08:11,08:11,08:12:26,connected,2
6,307,08:10:44,08:11:01,08:11:01,08:12:01,connected,2
11,308,08:10:44,08:11:03,08:11:03,08:12:04,connected,2
null,309,08:10:44,null,null,08:11:10,unconnected,2
null,310,08:10:48,null,null,08:11:08,unconnected,2
14,311,08:10:48,08:11:10,08:11:10,08:12:09,connected,2
null,312,08:10:48,null,null,08:11:08,unconnected,2
15,313,08:10:48,08:11:10,08:11:11,08:12:35,connected,2
null,314,08:10:48,null,null,08:11:06,unconnected,2
null,315,08:10:48,null,null,08:11:03,unconnected,2
12,316,08:10:48,08:11:12,08:11:17,08:12:11,connected,2
null,317,08:11:14,null,null,08:11:38,unconnected,2
null,318,08:11:14,null,null,08:11:30,unconnected,2
1,319,08:11:14,08:11:32,08:11:32,08:12:57,connected,2
null,320,08:11:14,null,null,08:11:38,unconnected,2
null,321,08:11:14,null,null,08:11:38,unconnected,2
null,322,08:11:17,null,null,08:11:40,unconnected,2
2,323,08:11:17,08:11:36,08:11:36,08:12:22,connected,2
7,324,08:11:17,08:11:39,08:11:39,08:12:54,connected,2
null,325,08:11:17,null,null,08:11:33,unconnected,2
8,326,08:11:17,08:11:40,08:11:40,08:13:12,connected,2
9,327,08:11:27,08:11:44,08:11:44,08:13:05,connected,2
null,328,08:11:27,null,null,08:11:44,unconnected,2
null,329,08:11:27,null,null,08:11:50,unconnected,2
10,330,08:11:27,08:11:46,08:11:46,08:13:28,connected,2
13,331,08:11:27,08:11:47,08:11:47,08:12:45,connected,2
null,332,08:11:27,null,null,08:11:45,unconnected,2
null,333,08:11:27,null,null,08:11:49,unconnected,2
null,334,08:11:27,null,null,08:11:53,unconnected,2
null,335,08:11:27,null,null,08:11:43,unconnected,2
null,336,08:11:27,08:11:48,null,08:11:58,abandon,2
null,337,08:11:27,08:11:49,null,08:11:59,abandon,2
null,338,08:11:27,08:11:49,null,08:11:59,abandon,2
null,339,08:12,null,null,08:12:18,unconnected,2
4,340,08:12:02,08:12:19,08:12:19,08:12:59,connected,2
null,341,08:12,null,null,08:12:24,unconnected,2
6,342,08:12,08:12:21,08:12:21,08:13:59,connected,2
11,343,08:12:02,08:12:22,08:12:22,08:13:30,connected,2
null,344,08:12:02,null,null,08:12:19,unconnected,2
null,345,08:12:02,null,null,08:12:15,unconnected,2
2,346,08:12:11,08:12:27,08:12:27,08:13:41,connected,2
12,347,08:12:11,08:12:28,08:12:28,08:13:25,connected,2
5,348,08:12:11,08:12:30,08:12:30,08:13:53,connected,2
14,349,08:12:11,08:12:31,08:12:31,08:13:57,connected,2
null,350,08:12:11,null,null,08:12:31,unconnected,2
null,351,08:12:11,null,null,08:12:25,unconnected,2
null,352,08:12:11,null,null,08:12:30,unconnected,2
null,353,08:12:37,null,null,08:12:52,unconnected,2
null,354,08:12:37,null,null,08:12:58,unconnected,2
3,355,08:12:41,08:13,08:13,08:13:15,connected,2
7,356,08:12:41,08:13,08:13,08:14:25,connected,2
null,357,08:12:41,null,null,08:13:04,unconnected,2
1,358,08:12:41,08:13:05,08:13:05,08:13:58,connected,2
null,359,08:12:52,null,null,08:13:13,unconnected,2
null,360,08:12:52,null,null,08:13:11,unconnected,2
4,361,08:12:52,08:13:10,08:13:10,08:14:09,connected,2
null,362,08:12:52,null,null,08:13:14,unconnected,2
9,363,08:12:52,08:13:13,08:13:13,08:13:58,connected,2
13,364,08:12:52,08:13:14,08:13:14,08:14:08,connected,2
3,365,08:13:03,08:13:21,08:13:21,08:14:01,connected,2
null,366,08:13:03,null,null,08:13:28,unconnected,2
null,367,08:13:03,null,null,08:13:25,unconnected,2
8,368,08:13:03,08:13:24,08:13:24,08:14:32,connected,2
15,369,08:13:03,08:13:25,08:13:25,08:14:42,connected,2
null,370,08:13:03,null,null,08:13:21,unconnected,2
null,371,08:13:03,null,null,08:13:19,unconnected,2
11,372,08:13:03,08:13:26,08:13:30,08:14:28,connected,2
2,373,08:13:30,08:13:49,08:13:49,08:15,connected,2
null,374,08:13:30,null,null,08:13:48,unconnected,2
10,375,08:13:28,08:13:52,08:13:52,08:15:10,connected,2
null,376,08:13:28,null,null,08:13:55,unconnected,2
12,377,08:13:28,08:13:53,08:13:53,08:15:25,connected,2
null,378,08:13:28,null,null,08:13:45,unconnected,2
null,379,08:13:55,null,null,08:14:17,unconnected,2
1,380,08:14:01,08:14:14,08:14:14,08:15:44,connected,2
null,381,08:13:55,null,null,08:14:12,unconnected,2
3,382,08:13:55,08:14:15,08:14:15,08:15:22,connected,2
null,383,08:14:01,null,null,08:14:20,unconnected,2
null,384,08:14:01,null,null,08:14:20,unconnected,2
null,385,08:14:01,null,null,08:14:16,unconnected,2
4,386,08:14:01,08:14:22,08:14:22,08:15:48,connected,2
5,387,08:14:01,08:14:23,08:14:23,08:15:55,connected,2
null,388,08:14:11,null,null,08:14:36,unconnected,2
6,389,08:14:01,08:14:25,08:14:25,08:16:12,connected,2
null,390,08:14:01,null,null,08:14:22,unconnected,2
9,391,08:14:01,08:14:25,08:14:25,08:15:56,connected,2
7,392,08:14:11,08:14:27,08:14:27,08:15:31,connected,2
null,393,08:14:11,null,null,08:14:37,unconnected,2
13,394,08:14:11,08:14:27,08:14:27,08:15:59,connected,2
null,395,08:14:11,null,null,08:14:33,unconnected,2
14,396,08:14:11,08:14:29,08:14:29,08:15:26,connected,2
null,397,08:14:11,null,null,08:14:31,unconnected,2
null,398,08:14:11,null,null,08:14:32,unconnected,2
null,399,08:14:11,null,null,08:14:34,unconnected,2
null,400,08:14:11,null,null,08:14:31,unconnected,2
null,401,08:14:11,null,null,08:14:27,unconnected,2
null,402,08:14:11,null,null,08:14:28,unconnected,2
null,403,08:14:11,null,null,08:14:31,unconnected,2
null,404,08:14:11,08:14:30,null,08:14:40,abandon,2
null,405,08:14:36,null,null,08:14:59,unconnected,2
8,406,08:14:36,08:14:59,08:14:59,08:15:47,connected,2
11,407,08:14:36,08:14:59,08:14:59,08:16,connected,2
null,408,08:14:36,null,null,08:14:56,unconnected,2
null,409,08:14:36,null,null,08:14:49,unconnected,2
null,410,08:14:36,null,null,08:14:54,unconnected,2
15,411,08:14:36,08:15:01,08:15:01,08:16:17,connected,2
2,412,08:14:43,08:15:04,08:15:04,08:16:03,connected,2
null,413,08:14:11,08:14:32,null,08:14:42,abandon,2
null,414,08:14:11,08:14:34,null,08:14:44,abandon,2
null,415,08:14:43,08:15:05,null,08:15:15,abandon,2
null,416,08:14:43,08:15:06,null,08:15:16,abandon,2
null,417,08:15:11,null,null,08:15:25,unconnected,2
null,418,08:15:11,null,null,08:15:31,unconnected,2
null,419,08:15:23,null,null,08:15:47,unconnected,2
null,420,08:15:23,null,null,08:15:43,unconnected,2
3,421,08:15:23,08:15:44,08:15:44,08:17:03,connected,2
7,422,08:15:23,08:15:44,08:15:44,08:16:47,connected,2
null,423,08:15:23,null,null,08:15:45,unconnected,2
10,424,08:15:27,08:15:46,08:15:46,08:16:34,connected,2
12,425,08:15:27,08:15:48,08:15:48,08:17:08,connected,2
null,426,08:15:27,null,null,08:15:47,unconnected,2
14,427,08:15:27,08:15:49,08:15:49,08:16:51,connected,2
null,428,08:15:27,null,null,08:15:49,unconnected,2
1,429,08:15:27,08:15:53,08:15:53,08:16:44,connected,2
5,430,08:15:27,08:15:51,08:15:55,08:17:10,connected,2
2,431,08:15:53,08:16:08,08:16:08,08:16:58,connected,2
null,432,08:15:53,null,null,08:16:11,unconnected,2
4,433,08:16:02,08:16:12,08:16:12,08:17:47,connected,2
8,434,08:15:53,08:16:13,08:16:13,08:17:24,connected,2
null,435,08:15:53,null,null,08:16:13,unconnected,2
9,436,08:15:53,08:16:14,08:16:14,08:18:01,connected,2
6,437,08:15:53,08:16:19,08:16:19,08:17:14,connected,2
11,438,08:16:02,08:16:20,08:16:20,08:16:43,connected,2
null,439,08:16:02,null,null,08:16:17,unconnected,2
13,440,08:16:02,08:16:21,08:16:21,08:17:23,connected,2
15,441,08:16:02,08:16:24,08:16:24,08:17:46,connected,2
null,442,08:16:02,null,null,08:16:21,unconnected,2
10,443,08:16:02,08:16:25,08:16:34,08:17:41,connected,2
null,444,08:16:02,08:16:25,null,08:16:35,abandon,2
null,445,08:16:02,08:16:26,null,08:16:36,abandon,2
null,446,08:16:02,08:16:26,null,08:16:36,abandon,2
null,447,08:16:45,null,null,08:17:02,unconnected,2
null,448,08:16:45,null,null,08:17:06,unconnected,2
1,449,08:16:45,08:17:06,08:17:06,08:18:27,connected,2
2,450,08:16:45,08:17:06,08:17:06,08:18:22,connected,2
3,451,08:16:44,08:17:07,08:17:07,08:18:35,connected,2
7,452,08:16:44,08:17:07,08:17:07,08:18:25,connected,2
11,453,08:16:45,08:17:08,08:17:08,08:18,connected,2
14,454,08:16:44,08:17:09,08:17:09,08:18:02,connected,2
null,455,08:16:44,null,null,08:17:07,unconnected,2
null,456,08:16:53,null,null,08:17:11,unconnected,2
null,457,08:16:53,null,null,08:17:13,unconnected,2
5,458,08:16:53,08:17:14,08:17:14,08:18:25,connected,2
null,459,08:16:44,08:17:09,null,08:17:19,abandon,2
null,460,08:16:53,08:17:11,null,08:17:21,abandon,2
null,461,08:17:13,null,null,08:17:33,unconnected,2
6,462,08:17:13,08:17:33,08:17:33,08:18:24,connected,2
null,463,08:17:13,null,null,08:17:31,unconnected,2
null,464,08:17:13,null,null,08:17:32,unconnected,2
8,465,08:17:13,08:17:40,08:17:40,08:18:04,connected,2
null,466,08:17:24,null,null,08:17:42,unconnected,2
null,467,08:17:24,null,null,08:17:45,unconnected,2
null,468,08:17:24,null,null,08:17:50,unconnected,2
null,469,08:17:24,null,null,08:17:37,unconnected,2
null,470,08:17:24,null,null,08:17:48,unconnected,2
null,471,08:17:44,null,null,08:18:07,unconnected,2
