agent_id,customer_id,call_at,pickup_at,transfer_at,hangup_at,status,sprin_call
null,71,08:02:31,null,null,08:02:54,unconnected,2.0
null,72,08:02:31,null,null,08:02:53,unconnected,2.0
null,73,08:02:31,null,null,08:02:57,unconnected,2.0
null,74,08:02:31,null,null,08:02:53,unconnected,2.0
null,75,08:02:31,null,null,08:02:53,unconnected,2.0
null,76,08:02:31,null,null,08:02:51,unconnected,2.0
3,77,08:02:41,08:03,08:03,08:04:07,connected,2.0
4,78,08:02:41,08:03,08:03,08:04:13,connected,2.0
5,79,08:02:41,08:03,08:03,08:04:21,connected,2.0
null,80,08:02:41,null,null,08:03:01,unconnected,2.0
null,81,08:02:41,null,null,08:03:03,unconnected,2.0
null,82,08:02:41,null,null,08:03,unconnected,2.0
6,83,08:02:41,08:03:03,08:03:03,08:03:50,connected,2.0
null,84,08:02:41,null,null,08:03:02,unconnected,2.0
null,85,08:02:53,null,null,08:03:12,unconnected,2.0
8,86,08:02:53,08:03:10,08:03:10,08:04:34,connected,2.0
9,87,08:02:53,08:03:11,08:03:11,08:04:43,connected,2.0
10,88,08:02:53,08:03:11,08:03:11,08:04:49,connected,2.0
11,89,08:02:53,08:03:12,08:03:12,08:04:05,connected,2.0
13,90,08:02:53,08:03:13,08:03:13,08:04:20,connected,2.0
14,91,08:02:53,08:03:14,08:03:14,08:04:30,connected,2.0
null,92,08:02:53,null,null,08:03:17,unconnected,2.0
null,93,08:02:53,null,null,08:03:05,unconnected,2.0
15,94,08:02:53,08:03:14,08:03:14,08:04:59,connected,2.0
null,95,08:02:53,null,null,08:03:11,unconnected,2.0
null,96,08:02:53,null,null,08:03:10,unconnected,2.0
7,97,08:02:53,08:03:16,08:03:16,08:04:36,connected,2.0
null,98,08:02:53,null,null,08:03:11,unconnected,2.0
null,99,08:02:53,null,null,08:03:08,unconnected,2.0
null,100,08:02:53,null,null,08:03:14,unconnected,2.0
null,101,08:02:53,08:03:14,null,08:03:24,abandon,2.0
1,102,08:03:23,08:03:40,08:03:40,08:04:32,connected,2.0
2,103,08:03:23,08:03:40,08:03:40,08:04:55,connected,2.0
12,104,08:03:21,08:03:41,08:03:41,08:05:06,connected,2.0
null,105,08:02:53,08:03:19,null,08:03:29,abandon,2.0
null,106,08:03:21,08:03:42,null,08:03:52,abandon,2.0
null,107,08:03:21,08:03:42,null,08:03:52,abandon,2.0
null,108,08:03:51,null,null,08:04:12,unconnected,2.0
null,109,08:03:51,null,null,08:04:14,unconnected,2.0
null,110,08:03:23,08:03:45,null,08:03:55,abandon,2.0
null,111,08:04:06,null,null,08:04:27,unconnected,2.0
3,112,08:04:06,08:04:24,08:04:24,08:05:21,connected,2.0
4,113,08:04:10,08:04:25,08:04:25,08:04:54,connected,2.0
null,114,08:04:06,null,null,08:04:21,unconnected,2.0
null,115,08:04:06,null,null,08:04:25,unconnected,2.0
null,116,08:04:10,null,null,08:04:25,unconnected,2.0
null,117,08:04:06,null,null,08:04:26,unconnected,2.0
5,118,08:04:10,08:04:32,08:04:32,08:05:51,connected,2.0
null,119,08:04:10,null,null,08:04:29,unconnected,2.0
null,120,08:04:10,null,null,08:04:28,unconnected,2.0
null,121,08:04:10,null,null,08:04:38,unconnected,2.0
null,122,08:04:23,null,null,08:04:44,unconnected,2.0
1,123,08:04:23,08:04:41,08:04:41,08:06:08,connected,2.0
null,124,08:04:23,null,null,08:04:46,unconnected,2.0
6,125,08:04:23,08:04:43,08:04:43,08:05:45,connected,2.0
null,126,08:04:23,null,null,08:04:44,unconnected,2.0
null,127,08:04:23,null,null,08:04:44,unconnected,2.0
7,128,08:04:23,08:04:45,08:04:45,08:06:04,connected,2.0
null,129,08:04:23,null,null,08:04:43,unconnected,2.0
8,130,08:04:23,08:04:46,08:04:46,08:05:57,connected,2.0
null,131,08:04:23,null,null,08:04:43,unconnected,2.0
null,132,08:04:23,null,null,08:04:41,unconnected,2.0
9,133,08:04:41,08:04:54,08:04:54,08:06:02,connected,2.0
2,134,08:04:41,08:04:57,08:04:57,08:05:55,connected,2.0
4,135,08:04:41,08:04:58,08:04:58,08:06:13,connected,2.0
null,136,08:04:41,null,null,08:04:57,unconnected,2.0
10,137,08:04:41,08:05:01,08:05:01,08:06:28,connected,2.0
11,138,08:04:41,08:05:01,08:05:01,08:05:51,connected,2.0
null,139,08:04:41,null,null,08:05:02,unconnected,2.0
null,140,08:04:41,null,null,08:05,unconnected,2.0
13,141,08:04:41,08:05:03,08:05:03,08:06:19,connected,2.0
null,142,08:04:41,null,null,08:04:54,unconnected,2.0
14,143,08:04:41,08:05:04,08:05:04,08:06:09,connected,2.0
15,144,08:04:41,08:05:04,08:05:04,08:06:34,connected,2.0
null,145,08:04:41,null,null,08:05:02,unconnected,2.0
null,146,08:04:41,null,null,08:05:03,unconnected,2.0
null,147,08:05:08,null,null,08:05:28,unconnected,2.0
null,148,08:05:08,null,null,08:05:29,unconnected,2.0
3,149,08:05:23,08:05:39,08:05:39,08:06:45,connected,2.0
12,150,08:05:22,08:05:41,08:05:41,08:06:26,connected,2.0
6,151,08:05:23,08:05:42,08:05:45,08:06:15,connected,2.0
5,152,08:05:23,08:05:42,08:05:51,08:07:10,connected,2.0
null,153,08:05:22,08:05:43,null,08:05:53,abandon,2.0
null,154,08:05:22,08:05:43,null,08:05:53,abandon,2.0
null,155,08:05:56,null,null,08:06:16,unconnected,2.0
1,156,08:05:53,08:06:12,08:06:12,08:07:47,connected,2.0
2,157,08:05:53,08:06:12,08:06:12,08:07:20,connected,2.0
null,158,08:05:53,null,null,08:06:14,unconnected,2.0
null,159,08:05:53,null,null,08:06:16,unconnected,2.0
4,160,08:06:04,08:06:19,08:06:19,08:06:56,connected,2.0
6,161,08:06:04,08:06:19,08:06:19,08:07:57,connected,2.0
null,162,08:06:04,null,null,08:06:21,unconnected,2.0
null,163,08:06:04,null,null,08:06:19,unconnected,2.0
null,164,08:05:56,null,null,08:06:13,unconnected,2.0
null,165,08:05:56,null,null,08:06:14,unconnected,2.0
7,166,08:05:56,08:06:23,08:06:23,08:08:12,connected,2.0
null,167,08:06:04,null,null,08:06:18,unconnected,2.0
null,168,08:06:04,null,null,08:06:27,unconnected,2.0
8,169,08:06:04,08:06:25,08:06:25,08:08:13,connected,2.0
null,170,08:06:12,null,null,08:06:24,unconnected,2.0
9,171,08:06:12,08:06:27,08:06:27,08:07:26,connected,2.0
null,172,08:06:12,null,null,08:06:36,unconnected,2.0
10,173,08:06:12,08:06:30,08:06:30,08:07:41,connected,2.0
null,174,08:06:12,null,null,08:06:31,unconnected,2.0
11,175,08:06:12,08:06:31,08:06:31,08:07:36,connected,2.0
null,176,08:06:12,null,null,08:06:35,unconnected,2.0
null,177,08:06:12,null,null,08:06:26,unconnected,2.0
null,178,08:06:12,null,null,08:06:32,unconnected,2.0
12,179,08:06:12,08:06:32,08:06:32,08:08:04,connected,2.0
null,180,08:06:12,null,null,08:06:27,unconnected,2.0
null,181,08:06:12,null,null,08:06:35,unconnected,2.0
null,182,08:06:12,null,null,08:06:31,unconnected,2.0
13,183,08:06:32,08:06:44,08:06:44,08:08,connected,2.0
3,184,08:06:32,08:06:47,08:06:47,08:07:58,connected,2.0
14,185,08:06:32,08:06:51,08:06:51,08:07:44,connected,2.0
15,186,08:06:32,08:06:55,08:06:55,08:07:56,connected,2.0
4,187,08:06:32,08:07:02,08:07:02,08:08:36,connected,2.0
null,188,08:06:47,null,null,08:07:09,unconnected,2.0
null,189,08:06:47,null,null,08:07:04,unconnected,2.0
null,190,08:06:32,08:06:57,null,08:07:07,abandon,2.0
2,191,08:07:12,08:07:26,08:07:26,08:08:41,connected,2.0
5,192,08:07:12,08:07:33,08:07:33,08:08:50,connected,2.0
null,193,08:06:47,08:07:06,null,08:07:16,abandon,2.0
null,194,08:06:47,08:07:09,null,08:07:19,abandon,2.0
9,195,08:07:21,08:07:43,08:07:43,08:08:44,connected,2.0
10,196,08:07:21,08:07:43,08:07:43,08:08:45,connected,2.0
null,197,08:06:47,08:07:09,null,08:07:19,abandon,2.0
null,198,08:07:21,null,null,08:07:40,unconnected,2.0
11,199,08:07:21,08:07:46,08:07:46,08:08:59,connected,2.0
null,200,08:06:47,08:07:10,null,08:07:20,abandon,2.0
null,201,08:07:42,null,null,08:07:56,unconnected,2.0
null,202,08:07:42,null,null,08:08:08,unconnected,2.0
null,203,08:07:42,null,null,08:07:56,unconnected,2.0
null,204,08:07:42,null,null,08:07:57,unconnected,2.0
1,205,08:07:42,08:08:09,08:08:09,08:09:24,connected,2.0
null,206,08:07:42,null,null,08:07:59,unconnected,2.0
null,207,08:08:06,null,null,08:08:26,unconnected,2.0
null,208,08:08,null,null,08:08:27,unconnected,2.0
3,209,08:08,08:08:17,08:08:17,08:09:16,connected,2.0
null,210,08:08,null,null,08:08:18,unconnected,2.0
null,211,08:08,null,null,08:08:20,unconnected,2.0
6,212,08:08,08:08:19,08:08:19,08:09:38,connected,2.0
7,213,08:08,08:08:19,08:08:19,08:09:03,connected,2.0
8,214,08:08,08:08:20,08:08:20,08:10:06,connected,2.0
12,215,08:08,08:08:22,08:08:22,08:09:34,connected,2.0
13,216,08:08,08:08:23,08:08:23,08:09:38,connected,2.0
14,217,08:08:06,08:08:24,08:08:24,08:10:02,connected,2.0
null,218,08:08,null,null,08:08:16,unconnected,2.0
null,219,08:08,null,null,08:08:25,unconnected,2.0
15,220,08:08,08:08:25,08:08:25,08:09:09,connected,2.0
null,221,08:08:06,null,null,08:08:24,unconnected,2.0
null,222,08:08:06,null,null,08:08:31,unconnected,2.0
null,223,08:08:06,null,null,08:08:32,unconnected,2.0
null,224,08:08:06,null,null,08:08:22,unconnected,2.0
null,225,08:08:06,null,null,08:08:31,unconnected,2.0
4,226,08:08:06,08:08:27,08:08:36,08:10,connected,2.0
null,227,08:08:06,08:08:27,null,08:08:37,abandon,2.0
null,228,08:08:06,08:08:28,null,08:08:38,abandon,2.0
null,229,08:08:06,08:08:32,null,08:08:42,abandon,2.0
null,230,08:08:06,08:08:32,null,08:08:42,abandon,2.0
2,231,08:08:45,08:08:58,08:08:58,08:10:40,connected,2.0
null,232,08:08:45,null,null,08:09:05,unconnected,2.0
5,233,08:08:45,08:09:04,08:09:04,08:10:30,connected,2.0
null,234,08:08:42,null,null,08:09:07,unconnected,2.0
9,235,08:08:45,08:09:06,08:09:06,08:10:27,connected,2.0
null,236,08:08:42,null,null,08:09:04,unconnected,2.0
null,237,08:08:51,null,null,08:09:14,unconnected,2.0
7,238,08:08:51,08:09:10,08:09:10,08:10:42,connected,2.0
null,239,08:08:51,null,null,08:09:12,unconnected,2.0
null,240,08:08:51,null,null,08:09:13,unconnected,2.0
null,241,08:08:51,null,null,08:09:13,unconnected,2.0
null,242,08:08:51,null,null,08:09:15,unconnected,2.0
null,243,08:08:51,null,null,08:09:13,unconnected,2.0
10,244,08:08:51,08:09:15,08:09:15,08:10:26,connected,2.0
null,245,08:09:15,null,null,08:09:35,unconnected,2.0
null,246,08:09:12,null,null,08:09:33,unconnected,2.0
1,247,08:09:12,08:09:33,08:09:33,08:10:31,connected,2.0
null,248,08:09:12,null,null,08:09:31,unconnected,2.0
3,249,08:09:12,08:09:33,08:09:33,08:10:31,connected,2.0
11,250,08:09:15,08:09:34,08:09:34,08:11:07,connected,2.0
15,251,08:09:12,08:09:35,08:09:35,08:11:01,connected,2.0
6,252,08:09:15,08:09:36,08:09:38,08:10:25,connected,2.0
null,253,08:09:15,null,null,08:09:36,unconnected,2.0
null,254,08:09:15,null,null,08:09:34,unconnected,2.0
null,255,08:09:40,null,null,08:10,unconnected,2.0
null,256,08:09:42,null,null,08:10:04,unconnected,2.0
12,257,08:09:40,08:10,08:10,08:11:33,connected,2.0
null,258,08:09:42,null,null,08:10:03,unconnected,2.0
null,259,08:09:42,null,null,08:10:03,unconnected,2.0
4,260,08:09:42,08:10:07,08:10:07,08:11:09,connected,2.0
null,261,08:10:02,null,null,08:10:24,unconnected,2.0
8,262,08:10:02,08:10:18,08:10:18,08:10:57,connected,2.0
null,263,08:10:02,null,null,08:10:25,unconnected,2.0
13,264,08:10:02,08:10:23,08:10:23,08:12:10,connected,2.0
null,265,08:10:05,null,null,08:10:29,unconnected,2.0
null,266,08:10:05,null,null,08:10:29,unconnected,2.0
6,267,08:10:05,08:10:29,08:10:29,08:11:48,connected,2.0
null,268,08:10:05,null,null,08:10:28,unconnected,2.0
9,269,08:10:05,08:10:29,08:10:29,08:12,connected,2.0
10,270,08:10:02,08:10:30,08:10:30,08:11:32,connected,2.0
null,271,08:10:29,null,null,08:10:51,unconnected,2.0
1,272,08:10:29,08:10:48,08:10:48,08:11:55,connected,2.0
2,273,08:10:29,08:10:48,08:10:48,08:12:10,connected,2.0
3,274,08:10:29,08:10:49,08:10:49,08:12:27,connected,2.0
null,275,08:10:29,null,null,08:10:52,unconnected,2.0
5,276,08:10:29,08:10:53,08:10:53,08:12:04,connected,2.0
7,277,08:10:29,08:10:53,08:10:53,08:11:59,connected,2.0
null,278,08:10:42,null,null,08:11:01,unconnected,2.0
null,279,08:10:29,null,null,08:10:50,unconnected,2.0
8,280,08:10:42,08:11,08:11,08:12:05,connected,2.0
null,281,08:10:42,null,null,08:11:06,unconnected,2.0
14,282,08:10:42,08:11:01,08:11:01,08:12:30,connected,2.0
15,283,08:10:42,08:11:04,08:11:04,08:12:31,connected,2.0
null,284,08:10:42,null,null,08:11:02,unconnected,2.0
11,285,08:10:42,08:11:02,08:11:07,08:12:20,connected,2.0
null,286,08:10:42,null,null,08:11:03,unconnected,2.0
4,287,08:10:42,08:11:04,08:11:09,08:11:58,connected,2.0
null,288,08:10:42,08:11:05,null,08:11:15,abandon,2.0
6,289,08:11:35,08:11:51,08:11:51,08:13:04,connected,2.0
10,290,08:11:33,08:11:52,08:11:52,08:12:50,connected,2.0
12,291,08:11:35,08:11:53,08:11:53,08:12:59,connected,2.0
4,292,08:11:33,08:11:55,08:11:58,08:13:08,connected,2.0
7,293,08:11:35,08:11:56,08:11:59,08:13:10,connected,2.0
null,294,08:11:35,null,null,08:11:51,unconnected,2.0
1,295,08:11:58,08:12:14,08:12:14,08:13:20,connected,2.0
2,296,08:12:02,08:12:17,08:12:17,08:13:36,connected,2.0
null,297,08:11:58,null,null,08:12:21,unconnected,2.0
5,298,08:12:02,08:12:21,08:12:21,08:13:54,connected,2.0
8,299,08:12:02,08:12:22,08:12:22,08:13:45,connected,2.0
9,300,08:12:02,08:12:22,08:12:22,08:13:37,connected,2.0
11,301,08:12:07,08:12:26,08:12:26,08:13:16,connected,2.0
null,302,08:12:02,null,null,08:12:18,unconnected,2.0
null,303,08:12:02,null,null,08:12:25,unconnected,2.0
null,304,08:12:02,null,null,08:12:21,unconnected,2.0
null,305,08:12:02,null,null,08:12:22,unconnected,2.0
13,306,08:12:02,08:12:27,08:12:27,08:13:35,connected,2.0
null,307,08:12:07,null,null,08:12:26,unconnected,2.0
3,308,08:12:07,08:12:36,08:12:36,08:13:31,connected,2.0
14,309,08:12:33,08:12:49,08:12:49,08:13:49,connected,2.0
15,310,08:12:30,08:12:50,08:12:50,08:14,connected,2.0
10,311,08:12:30,08:12:52,08:12:52,08:14:25,connected,2.0
null,312,08:12:33,null,null,08:12:58,unconnected,2.0
12,313,08:12:30,08:12:52,08:12:59,08:13:45,connected,2.0
null,314,08:12:33,null,null,08:12:47,unconnected,2.0
null,315,08:12:33,08:12:53,null,08:13:03,abandon,2.0
null,316,08:12:33,08:12:55,null,08:13:05,abandon,2.0
1,317,08:13:09,08:13:23,08:13:23,08:13:48,connected,2.0
4,318,08:13:05,08:13:24,08:13:24,08:14:35,connected,2.0
6,319,08:13:09,08:13:28,08:13:28,08:14:12,connected,2.0
null,320,08:13:09,null,null,08:13:26,unconnected,2.0
null,321,08:13:05,null,null,08:13:23,unconnected,2.0
null,322,08:13:09,null,null,08:13:23,unconnected,2.0
null,323,08:13:18,null,null,08:13:41,unconnected,2.0
3,324,08:13:18,08:13:33,08:13:33,08:14:45,connected,2.0
7,325,08:13:18,08:13:37,08:13:37,08:14:39,connected,2.0
null,326,08:13:18,null,null,08:13:35,unconnected,2.0
null,327,08:13:18,null,null,08:13:41,unconnected,2.0
null,328,08:13:18,null,null,08:13:37,unconnected,2.0
null,329,08:13:18,null,null,08:13:38,unconnected,2.0
2,330,08:13:18,08:13:47,08:13:47,08:15,connected,2.0
null,331,08:13:40,null,null,08:14,unconnected,2.0
null,332,08:13:40,null,null,08:13:59,unconnected,2.0
1,333,08:13:39,08:13:57,08:13:57,08:14:34,connected,2.0
null,334,08:13:40,null,null,08:14:05,unconnected,2.0
null,335,08:13:40,null,null,08:13:51,unconnected,2.0
null,336,08:13:40,null,null,08:13:55,unconnected,2.0
null,337,08:13:40,null,null,08:14:01,unconnected,2.0
8,338,08:13:40,08:13:59,08:13:59,08:15:03,connected,2.0
5,339,08:13:40,08:14:02,08:14:02,08:15:03,connected,2.0
null,340,08:13:47,null,null,08:14:11,unconnected,2.0
9,341,08:13:47,08:14:05,08:14:05,08:14:47,connected,2.0
11,342,08:13:39,08:14:06,08:14:06,08:15:45,connected,2.0
null,343,08:13:39,null,null,08:13:56,unconnected,2.0
null,344,08:13:47,null,null,08:14:05,unconnected,2.0
null,345,08:13:47,null,null,08:14:05,unconnected,2.0
12,346,08:13:47,08:14:09,08:14:09,08:15:52,connected,2.0
13,347,08:13:47,08:14:09,08:14:09,08:15:37,connected,2.0
null,348,08:13:47,null,null,08:14:08,unconnected,2.0
null,349,08:13:47,null,null,08:14:09,unconnected,2.0
14,350,08:13:47,08:14:11,08:14:11,08:15:05,connected,2.0
null,351,08:13:47,null,null,08:14:12,unconnected,2.0
null,352,08:13:47,null,null,08:14:11,unconnected,2.0
6,353,08:14:09,08:14:26,08:14:26,08:15:41,connected,2.0
null,354,08:14:09,null,null,08:14:30,unconnected,2.0
null,355,08:14:09,null,null,08:14:28,unconnected,2.0
null,356,08:14:09,null,null,08:14:28,unconnected,2.0
null,357,08:14:09,null,null,08:14:34,unconnected,2.0
10,358,08:14:09,08:14:30,08:14:30,08:15:29,connected,2.0
null,359,08:14:09,null,null,08:14:29,unconnected,2.0
null,360,08:14:09,null,null,08:14:28,unconnected,2.0
1,361,08:14:34,08:14:47,08:14:47,08:15:51,connected,2.0
3,362,08:14:37,08:14:53,08:14:53,08:16:07,connected,2.0
4,363,08:14:37,08:14:53,08:14:53,08:16,connected,2.0
null,364,08:14:37,null,null,08:14:58,unconnected,2.0
7,365,08:14:37,08:14:55,08:14:55,08:16:11,connected,2.0
null,366,08:14:34,null,null,08:14:51,unconnected,2.0
null,367,08:14:37,null,null,08:14:57,unconnected,2.0
null,368,08:14:37,null,null,08:14:57,unconnected,2.0
null,369,08:14:47,null,null,08:15:03,unconnected,2.0
null,370,08:14:47,null,null,08:15:03,unconnected,2.0
null,371,08:14:47,null,null,08:15:07,unconnected,2.0
null,372,08:14:47,null,null,08:15:06,unconnected,2.0
null,373,08:14:47,null,null,08:15:04,unconnected,2.0
2,374,08:14:47,08:15:10,08:15:10,08:15:59,connected,2.0
5,375,08:14:47,08:15:10,08:15:10,08:16:31,connected,2.0
null,376,08:14:47,null,null,08:15:10,unconnected,2.0
null,377,08:14:47,null,null,08:15:06,unconnected,2.0
null,378,08:14:47,null,null,08:15:07,unconnected,2.0
8,379,08:15:06,08:15:22,08:15:22,08:16:45,connected,2.0
null,380,08:15:06,null,null,08:15:29,unconnected,2.0
null,381,08:15:06,null,null,08:15:22,unconnected,2.0
null,382,08:15:06,null,null,08:15:25,unconnected,2.0
9,383,08:15:06,08:15:24,08:15:24,08:16:57,connected,2.0
null,384,08:15:06,null,null,08:15:27,unconnected,2.0
14,385,08:15:06,08:15:28,08:15:28,08:16:28,connected,2.0
null,386,08:15:06,null,null,08:15:25,unconnected,2.0
null,387,08:15:06,null,null,08:15:30,unconnected,2.0
null,388,08:15:06,null,null,08:15:32,unconnected,2.0
null,389,08:15:30,null,null,08:15:50,unconnected,2.0
null,390,08:15:32,null,null,08:15:50,unconnected,2.0
6,391,08:15:32,08:15:51,08:15:51,08:16:38,connected,2.0
null,392,08:15:30,null,null,08:15:48,unconnected,2.0
10,393,08:15:30,08:15:53,08:15:53,08:17:34,connected,2.0
1,394,08:15:32,08:15:56,08:15:56,08:17,connected,2.0
11,395,08:15:43,08:16:01,08:16:01,08:16:52,connected,2.0
12,396,08:15:43,08:16:02,08:16:02,08:17:04,connected,2.0
null,397,08:15:43,null,null,08:16:04,unconnected,2.0
null,398,08:15:43,null,null,08:15:59,unconnected,2.0
13,399,08:15:43,08:16:05,08:16:05,08:17:32,connected,2.0
15,400,08:15:43,08:16:05,08:16:05,08:17:40,connected,2.0
2,401,08:15:43,08:16:07,08:16:07,08:16:58,connected,2.0
7,402,08:15:43,08:16:05,08:16:11,08:17:02,connected,2.0
3,403,08:15:55,08:16:12,08:16:12,08:17:25,connected,2.0
4,404,08:15:55,08:16:13,08:16:13,08:17:36,connected,2.0
null,405,08:15:55,null,null,08:16:10,unconnected,2.0
null,406,08:15:55,null,null,08:16:13,unconnected,2.0
null,407,08:15:55,08:16:14,null,08:16:24,abandon,2.0
null,408,08:15:55,08:16:15,null,08:16:25,abandon,2.0
null,409,08:15:55,08:16:17,null,08:16:27,abandon,2.0
null,410,08:15:55,08:16:18,null,08:16:28,abandon,2.0
null,411,08:16:29,null,null,08:16:50,unconnected,2.0
5,412,08:16:29,08:16:49,08:16:49,08:17:59,connected,2.0
null,413,08:16:32,null,null,08:16:51,unconnected,2.0
null,414,08:15:55,08:16:18,null,08:16:28,abandon,2.0
6,415,08:16:32,08:16:53,08:16:53,08:18:17,connected,2.0
8,416,08:16:32,08:16:55,08:16:55,08:17:34,connected,2.0
null,417,08:16:32,null,null,08:16:54,unconnected,2.0
null,418,08:15:55,08:16:19,null,08:16:29,abandon,2.0
null,419,08:16:46,null,null,08:17:03,unconnected,2.0
null,420,08:16:46,null,null,08:17:10,unconnected,2.0
null,421,08:16:46,null,null,08:17:03,unconnected,2.0
null,422,08:16:46,null,null,08:17:09,unconnected,2.0
1,423,08:16:46,08:17:07,08:17:07,08:18:13,connected,2.0
2,424,08:16:46,08:17:10,08:17:10,08:18:34,connected,2.0
null,425,08:16:46,null,null,08:17:02,unconnected,2.0
7,426,08:16:46,08:17:11,08:17:11,08:18:09,connected,2.0
null,427,08:17:01,null,null,08:17:17,unconnected,2.0
null,428,08:17:01,null,null,08:17:21,unconnected,2.0
null,429,08:17:01,null,null,08:17:20,unconnected,2.0
9,430,08:17:01,08:17:21,08:17:21,08:18:10,connected,2.0
11,431,08:17:01,08:17:22,08:17:22,08:18:21,connected,2.0
12,432,08:17:01,08:17:24,08:17:24,08:18:27,connected,2.0
14,433,08:17:01,08:17:24,08:17:24,08:18:28,connected,2.0
null,434,08:17:01,null,null,08:17:20,unconnected,2.0
null,435,08:17:01,null,null,08:17:21,unconnected,2.0
null,436,08:17:09,null,null,08:17:28,unconnected,2.0
null,437,08:17:09,null,null,08:17:33,unconnected,2.0
null,438,08:17:09,null,null,08:17:35,unconnected,2.0
13,439,08:17:01,08:17:26,08:17:32,08:18:35,connected,2.0
null,440,08:17:09,null,null,08:17:28,unconnected,2.0
8,441,08:17:09,08:17:28,08:17:34,08:18:59,connected,2.0
